Frame,Mean Temperature,Propagation,transition points,numer of above,gradient x,gradient y,std,histogram
0,80.82486979166667,0,1,147095,-7913.0,-7477.0,26.068863556328317,[ 4475 21834 20889 94056 42856  5078  1331   999   393    89]
1,80.827328125,0,1,147101,-7912.0,-7481.0,26.07259480850696,[ 4462 21850 20881 94064 42848  5080  1328  1005   393    89]
2,80.820765625,0,1,147087,-7900.0,-7481.0,26.068700602072305,[ 4463 21849 20893 94085 42832  5063  1328  1005   393    89]
3,80.81970833333334,0,1,147067,-7879.5,-7504.5,26.070413768898973,[ 4470 21841 20911 94081 42816  5066  1328  1005   393    89]
4,80.80866145833333,0,1,147054,-7844.5,-7501.5,26.0657951350195,[ 4470 21841 20934 94127 42753  5061  1327  1005   393    89]
5,80.81765625,0,1,147036,-7826.0,-7587.0,26.064713549615362,[ 4468 21830 20932 94113 42748  5097  1325  1005   393    89]
6,80.81571354166667,0,1,147029,-7826.5,-7598.0,26.064221405206183,[ 4469 21829 20936 94110 42747  5097  1325  1005   393    89]
7,80.81519791666666,0,1,147029,-7826.5,-7595.5,26.0648514978824,[ 4468 21848 20918 94110 42747  5097  1325  1005   393    89]
8,80.800640625,0,1,147010,-7822.5,-7551.0,26.06729953021473,[ 4476 21838 20953 94141 42690  5092  1323  1005   393    89]
9,80.80325520833334,0,1,147028,-7767.5,-7547.0,26.065449370036802,[ 4436 21884 20936 99708 37835  4477  1321   950   385    68]
10,80.800921875,0,1,147010,-7764.5,-7539.5,26.0660688640452,[ 4437 21883 20954 99690 37833  4479  1321   950   385    68]
11,80.79890104166667,0,1,147010,-7764.5,-7548.0,26.064900605679608,[ 4437 21883 20954 99763 37769  4470  1321   950   385    68]
12,80.790984375,0,1,146989,-7767.5,-7550.5,26.07409364375885,[ 4464 21841 21001 99786 37682  4501  1323   950   384    68]
13,80.77496354166666,0,1,146957,-7776.5,-7522.5,26.051897308719905,[ 4476 21783 20998 99944 37622  4454  1313   952   391    67]
14,80.764453125,0,1,146949,-7771.5,-7528.0,26.045915825928343,[ 4478 21781 21006 99972 37604  4436  1313   952   391    67]
15,80.76225520833333,0,1,146947,-7770.0,-7517.5,26.044124283717082,[ 4478 21782 21009 99970 37603  4435  1313   952   391    67]
16,80.76196354166666,0,1,146950,-7741.5,-7527.0,26.04388764059949,[ 4486 21758 21025 99986 37612  4413  1307   957   389    67]
17,80.761453125,0,1,146926,-7729.0,-7589.5,26.03822583747648,[ 4475 21739 21073 99978 37608  4389  1321   964   382    71]
18,80.76093229166666,0,1,146926,-7729.0,-7587.5,26.037944222598785,[ 4477 21737 21073 99973 37615  4387  1321   964   382    71]
19,80.760640625,0,1,146922,-7729.0,-7587.5,26.036141823394896,[ 4469 21742 21077 99999 37588  4387  1321   964   382    71]
20,80.76569270833333,0,1,146903,-7734.0,-7602.5,26.035189549621844,[ 4451 21755 21101 99939 37636  4380  1321   964   382    71]
21,80.79468229166666,0,1,146966,-7737.0,-7526.5,26.005224752543697,[ 4336 21813 21089 99999 37660  4357  1330   960   385    71]
22,80.75896875,0,1,146800,-7502.0,-7564.5,25.852339670453876,[  3964  22180  21312 100416  36437   4877   1351   1000    368     95]
23,80.76647395833334,0,1,146823,-7493.5,-7551.5,25.852198930578357,[  3957  22183  21290 100367  36503   4886   1351   1000    368     95]
24,80.75597916666666,0,1,146789,-7493.0,-7552.5,25.853590290639186,[  3962  22180  21318 100349  36489   4888   1351   1000    368     95]
25,80.76263541666667,0,1,146820,-7482.0,-7556.0,25.851769195832212,[  3956  22202  21285 100352  36490   4901   1351    999    369     95]
26,80.764515625,0,1,146821,-7443.5,-7556.0,25.848687712998714,[  3938  22219  21284 100353  36491   4900   1351   1000    369     95]
27,80.764796875,0,1,146819,-7443.5,-7556.0,25.848902848057662,[  3939  22216  21288 100354  36488   4900   1351   1000    369     95]
28,80.76213020833333,0,1,146786,-7386.5,-7572.5,25.845927432328917,[  3931  22225  21304 100383  36452   4889   1352    999    370     95]
29,80.758296875,0,1,146823,-7340.0,-7610.5,25.835808310515436,[ 3928 22219 21318 95427 41393  4906  1292  1011   401   105]
30,80.75892708333333,0,1,146823,-7340.0,-7610.5,25.834872034045695,[ 3925 22222 21319 95426 41393  4906  1292  1012   400   105]
31,80.758984375,-0.002278124999999894,1,146823,-7340.0,-7610.5,25.834868435769245,[ 3925 22222 21319 95426 41393  4906  1292  1012   400   105]
32,80.76041145833334,-0.002011805555555668,1,146803,-7300.0,-7617.5,25.83203273145641,[ 3919 22211 21349 95421 41382  4909  1290  1014   399   106]
33,80.762,-0.0019236111111112565,1,146796,-7307.0,-7604.0,25.824109006895085,[ 3889 22244 21369 95436 41363  4892  1288  1014   397   108]
34,80.76315104166666,-0.001517013888889096,1,146792,-7282.5,-7582.0,25.82077089985121,[ 3878 22248 21382 95432 41363  4892  1286  1014   397   108]
35,80.76579166666667,-0.001728819444444222,1,146795,-7282.5,-7581.0,25.8173272443127,[ 3876 22249 21378 95431 41366  4894  1287  1014   397   108]
36,80.76994270833333,-0.0015256944444445252,1,146806,-7282.5,-7632.5,25.818004572408075,[ 3878 22244 21370 95419 41377  4906  1287  1014   397   108]
37,80.773421875,-0.0013925347222221755,1,146807,-7299.0,-7637.0,25.811446525297093,[ 3860 22254 21385 95420 41368  4907  1287  1014   397   108]
38,80.77815625,-0.0007494791666668258,1,146812,-7301.0,-7633.0,25.80718597310807,[ 3857 22254 21386 95408 41384  4905  1287  1009   402   108]
39,80.77815625,-0.0008366319444448322,1,146812,-7301.0,-7633.0,25.80718597310807,[ 3857 22254 21386 95408 41384  4905  1287  1009   402   108]
40,80.78080729166666,-0.0006704861111112829,1,146812,-7295.5,-7644.5,25.80267087625388,[ 3848 22261 21372 95424 41385  4904  1287  1010   401   108]
41,80.77868229166667,-0.0006739583333332651,1,146815,-7297.5,-7504.5,25.79608078947223,[ 3824 22270 21416 95412 41373  4899  1290  1005   403   108]
42,80.778953125,-0.00040104166666642035,1,146816,-7297.5,-7506.5,25.795721700908455,[ 3824 22268 21417 95415 41372  4898  1290  1005   403   108]
43,80.78291145833333,0.00026493055555552777,1,146820,-7287.5,-7523.5,25.788278439181312,[ 3806 22284 21416 95412 41378  4898  1290  1005   403   108]
44,80.78790104166667,0.000781597222222293,1,146832,-7284.0,-7554.5,25.783947454250303,[ 3803 22275 21424 95445 41345  4903  1288  1004   405   108]
45,80.80438020833333,0.001404166666666621,1,146850,-7302.5,-7529.5,25.777136764429603,[ 3773 22270 21455 95407 41370  4920  1282  1009   407   107]
46,80.8093125,0.0015782986111114875,1,146853,-7278.0,-7538.5,25.766595435964703,[ 3738 22295 21460 95407 41386  4909  1282  1008   408   107]
47,80.83502604166667,0.002452430555555433,1,146865,-7268.5,-7541.5,25.748248468936133,[ 3651 22351 21477 95372 41409  4930  1285  1009   409   107]
48,80.88525,0.0041439236111112145,1,146932,-7286.0,-7577.0,25.734891181121533,[ 3609 22343 21426 95359 41445  5009  1284  1009   409   107]
49,80.93416145833334,0.00578402777777806,1,146976,-7369.0,-7597.0,25.728221244606694,[ 3574 22334 21419 95237 41571  5055  1282  1012   409   107]
50,80.98431770833334,0.007287500000000099,1,147047,-7328.0,-7476.0,25.710749188955866,[  4016  22737  22897 102086  33079   4554   1229    991    342     69]
51,80.99686458333333,0.006739409722222452,1,147039,-7311.0,-7467.5,25.70609202606448,[  3986  22781  22887 102058  33086   4571   1228    987    347     69]
52,81.44635416666667,0.02291284722222239,1,147603,-7039.5,-7423.5,25.551547719748132,[ 3017 23410 22604 96879 38528  4773  1237  1040   418    94]
53,81.46067708333334,0.023140104166666713,1,147621,-7035.5,-7351.0,25.547701412421134,[ 3008 23398 22577 96842 38613  4776  1233  1041   418    94]
54,81.46072395833333,0.02349149305555566,1,147621,-7035.5,-7351.0,25.547443795336633,[ 3008 23398 22577 96842 38613  4776  1233  1041   418    94]
55,81.46128645833333,0.02328836805555549,1,147621,-7035.5,-7354.0,25.547150673053377,[ 3008 23396 22579 96844 38611  4776  1233  1041   418    94]
56,81.45621875,0.023056770833333455,1,147614,-7038.5,-7404.0,25.54644931855466,[ 3012 23407 22601 96840 38580  4772  1235  1041   418    94]
