Frame,Mean Temperature,Propagation,transition points,numer of above,gradient x,gradient y,std,histogram
0,75.05488020833333,0,1,134803,-8962.5,13712.0,14.275956025933954,[ 3706 33487 78553 63278  9632  2059  1011   158    61    55]
1,75.05592708333333,0,1,134823,-8931.0,13733.0,14.281946181969849,[ 3717 33502 78528 63290  9623  2050  1017   157    61    55]
2,75.05629166666667,0,1,134833,-8930.0,13734.0,14.280626736886022,[ 3716 33501 78516 63301  9622  2055  1015   158    61    55]
3,75.10001041666666,0,1,135110,-8922.0,13723.0,14.28589988123108,[ 3637 33471 78410 63431  9709  2053  1016   157    58    58]
4,75.05769791666667,0,1,134844,-8924.0,13694.5,14.279965719511106,[ 3717 33488 78507 63329  9619  2053  1014   157    61    55]
5,75.12059375,0,1,135153,-8925.0,13727.0,14.308803338532343,[ 3649 33507 78343 63420  9663  2132  1016   157    55    58]
6,75.14613020833333,0,1,135178,-8911.5,13745.5,14.335770933363827,[ 3647 33463 78260 63456  9651  2235  1018   157    55    58]
7,75.15254166666666,0,1,135183,-8922.5,13743.5,14.343292995564067,[ 3645 33467 78244 63434  9687  2235  1018   157    55    58]
8,75.13856770833333,0,1,134960,-8921.0,13649.0,14.352266517820123,[ 3722 33403 78163 63515  9659  2248  1019   158    55    58]
9,75.19047395833333,0,1,135229,-8921.0,13774.0,14.375896199757316,[ 3724 33281 77683 64032  9734  2250  1022   164    56    54]
10,75.19075520833333,0,1,135233,-8921.0,13755.5,14.377291953244429,[ 3728 33293 77655 64041  9737  2250  1022   164    56    54]
11,75.18538541666666,0,1,135203,-8921.0,13704.0,14.377779331221053,[ 3713 33314 77688 64011  9728  2250  1022   164    56    54]
12,75.12863541666667,0,1,134888,-8944.5,13683.0,14.368596936708157,[ 3849 33303 77785 63903  9649  2216  1021   164    56    54]
13,75.16975520833333,0,1,135283,-8947.5,13768.0,14.422236550811979,[ 3925 33406 77085 64317  9767  2216   996   174    56    58]
14,75.12256770833334,0,1,134998,-8949.5,13694.0,14.418100713982428,[ 3908 33563 77180 64212  9658  2198  1000   168    59    54]
15,75.00286458333333,0,1,134459,-8977.5,13667.5,14.525894698577513,[ 2320 30264 72198 71119 12085  2573  1133   176    60    72]
16,74.98138541666667,0,1,134343,-8973.0,13690.0,14.520109165015047,[ 2328 30247 72214 71173 12024  2575  1131   176    60    72]
17,74.97331770833334,0,1,134300,-8992.0,13725.5,14.531995286733505,[ 2370 30313 72034 71276 12029  2539  1132   174    61    72]
18,74.952640625,0,1,134198,-8992.0,13728.0,14.527004014292357,[ 2368 30335 72208 71202 11910  2541  1128   173    63    72]
19,74.9456875,0,1,134167,-8988.0,13738.5,14.524068678771698,[ 2368 30322 72260 71189 11884  2541  1128   173    63    72]
20,74.93940625,0,1,134166,-8988.5,13715.5,14.52797571575135,[ 2367 30391 72127 71259 11871  2545  1131   174    63    72]
21,74.94204166666667,0,1,134215,-8981.5,13719.0,14.538326688960135,[ 2415 30363 72073 71251 11910  2549  1129   175    63    72]
