Frame,Mean Temperature,Propagation,transition points,numer of above,gradient x,gradient y,std,histogram
0,77.39008333333334,0,1,119368,1404.5,-1582.5,21.28528006611742,[ 7095 35179 46730 54690 37889  8808   767   604   142    96]
1,77.390328125,0,1,119387,1405.5,-1582.5,21.28813179715795,[ 7108 35167 46730 54693 37888  8804   762   610   142    96]
2,77.39092708333334,0,1,119387,1405.5,-1582.5,21.28885342572923,[ 7108 35167 46726 54693 37892  8803   763   610   142    96]
3,77.41383854166666,0,1,119509,1386.5,-1598.0,21.293849932623687,[ 7085 35164 46673 54673 37988  8804   765   612   140    96]
4,77.39030729166667,0,1,119388,1405.5,-1582.5,21.28883703007451,[ 7109 35171 46721 54689 37896  8803   763   610   142    96]
5,77.40683333333334,0,1,119502,1363.0,-1577.5,21.297478263608788,[ 7109 35170 46711 58604 35167  7623   802   576   154    84]
6,77.40672395833333,0,1,119502,1363.0,-1578.5,21.297640411088995,[ 7109 35173 46708 58603 35168  7623   802   576   154    84]
7,77.40672395833333,0,1,119502,1363.0,-1578.5,21.2976641324047,[ 7109 35173 46704 58607 35168  7623   802   576   154    84]
8,77.394046875,0,1,119412,1378.0,-1582.5,21.296631995505052,[ 7141 35148 46766 58552 35169  7611   797   576   153    87]
9,77.41302604166667,0,1,119527,1365.0,-1590.0,21.3076196296201,[ 7132 35227 46619 58642 35120  7638   807   578   153    84]
10,77.41297395833334,0,1,119527,1365.0,-1590.0,21.308017109405995,[ 7132 35227 46619 58635 35127  7638   807   578   153    84]
11,77.417984375,0,1,119554,1365.0,-1618.5,21.310387053123236,[ 7140 35206 46605 58628 35140  7659   807   578   153    84]
12,77.444703125,0,1,119586,1371.5,-1637.0,21.315441501931925,[ 7117 35112 46683 58534 35255  7677   806   577   152    87]
13,77.55747916666667,0,1,119926,1429.5,-1506.5,21.358440181313163,[ 3239 32609 42802 59962 39332 12342   829   622   164    99]
14,77.62219791666666,0,1,120153,1428.5,-1563.0,21.36022357098576,[ 3243 32399 42852 59924 39374 12493   830   622   164    99]
15,77.70469791666666,0,1,120427,1408.0,-1456.5,21.372883784433775,[ 3263 32280 42610 59849 39756 12527   830   622   164    99]
16,77.75875,0,1,120475,1342.0,-1460.5,21.392325982405467,[ 3226 32185 42693 59668 39781 12732   830   622   164    99]
17,77.863875,0,1,120846,1278.5,-1404.0,21.40709435524529,[ 3251 31910 42691 59432 40132 12828   872   621   164    99]
18,77.9468125,0,1,121024,1256.0,-1476.5,21.41693557498778,[ 3235 31693 42689 59326 40233 13067   873   621   164    99]
19,77.9654375,0,1,121031,1258.0,-1460.0,21.417780367028243,[ 3226 31611 42734 59271 40304 13097   873   621   164    99]
20,77.9743125,0,1,121084,1269.0,-1489.0,21.426016033528267,[ 3226 31634 42682 59206 40350 13145   873   621   164    99]
21,77.998765625,0,1,121145,1284.0,-1390.0,21.4187421222937,[ 3223 31570 42679 59159 40457 13157   871   614   172    98]
22,78.00625,0,1,121189,1285.0,-1404.0,21.419132619868154,[ 3225 31562 42657 59143 40480 13175   874   614   172    98]
23,78.02408854166667,0,1,121229,1302.0,-1390.0,21.422593407051046,[ 3225 31500 42682 59118 40528 13182   881   614   172    98]
24,78.03733854166667,0,1,121317,1299.5,-1428.0,21.432467256671742,[ 3227 31508 42635 59106 40554 13199   877   624   171    99]
25,78.06201041666667,0,1,121316,1286.0,-1457.0,21.44225016662721,[ 3227 31423 42673 59047 40621 13233   875   628   174    99]
26,78.07848958333334,0,1,121360,1280.5,-1480.5,21.454577644067204,[ 3229 31390 42659 59058 40594 13260   908   624   179    99]
27,78.09829166666667,0,1,121370,1267.5,-1473.5,21.465933650746802,[ 3216 31353 42696 59004 40591 13324   914   624   179    99]
28,78.09582291666666,0,1,121404,1266.5,-1506.5,21.470484227623775,[ 3225 31389 42658 58987 40623 13301   915   624   179    99]
29,78.12328125,0,1,121441,1276.5,-1449.5,21.46311151487745,[ 2351 29186 45700 54894 44705 13344   872   670   179    99]
30,78.76402604166667,0,1,122984,1233.0,-1754.5,21.62649124529116,[ 2343 28013 45164 53720 45978 14827   999   651   207    98]
31,79.04695833333334,0.05522100694444466,1,123861,1199.0,-1718.5,21.676596998028327,[ 2307 27410 45089 52971 46698 15534  1032   647   212   100]
32,79.45201041666667,0.06870277777777763,1,125163,1316.0,-1779.0,21.68867573950113,[ 2304 25880 45337 52643 47869 15907  1095   648   218    99]
33,79.76108333333333,0.0782414930555556,1,125904,1318.5,-1623.0,21.701697612008502,[ 2185 25368 45346 51849 48721 16436  1124   654   218    99]
34,79.79041666666667,0.08000364583333332,1,125975,1319.5,-1670.5,21.70687395526408,[ 2180 25204 45461 51763 48811 16477  1126   661   218    99]
35,79.84446354166667,0.08125434027777771,1,126200,1326.0,-1658.5,21.70680411457344,[ 2162 25090 45502 51610 48988 16543  1127   661   218    99]
36,79.85678645833333,0.08166875000000004,1,126220,1346.0,-1743.0,21.70165856963817,[ 2140 25097 45473 51674 48997 16512  1131   659   218    99]
37,79.9421875,0.08451545138888908,1,126429,1294.5,-1754.0,21.709906086811547,[ 2116 24937 45431 51505 49242 16632  1161   656   221    99]
38,80.00179166666666,0.08692482638888871,1,126584,1269.0,-1651.0,21.694640201132568,[ 2105 24798 45465 51352 49545 16587  1172   656   221    99]
39,80.05371354166667,0.08802291666666662,1,126752,1309.5,-1698.5,21.691475986673698,[ 2077 24701 45447 51423 49567 16644  1165   659   218    99]
40,80.55791666666667,0.10483142361111106,1,127955,1240.0,-1745.0,21.77044177877554,[ 4297 27850 44262 53928 43841 15664  1156   639   243   120]
41,80.59025,0.1057421874999998,1,127983,1234.0,-1696.0,21.76775737616303,[ 4278 27747 44289 53787 44010 15730  1157   639   243   120]
42,80.616609375,0.10573020833333308,1,128016,1240.5,-1681.0,21.77887322430453,[ 4278 27685 44241 53784 44021 15830  1159   639   243   120]
43,80.62236979166667,0.10216302083333346,1,128033,1244.5,-1662.5,21.77985390333815,[ 4276 27687 44194 53812 44032 15838  1159   639   243   120]
44,80.63746354166666,0.10050885416666659,1,128077,1232.0,-1722.5,21.79707739448982,[ 4282 27727 44144 53677 44123 15882  1163   639   243   120]
45,80.797421875,0.10309079861111124,1,128332,1192.5,-1752.5,21.816491722126287,[ 4218 27389 44150 53169 44563 16310  1199   638   246   118]
46,80.81934375,0.10201979166666651,1,128434,1194.0,-1748.5,21.82307835150675,[ 3562 24534 45017 55744 44700 15948  1492   641   244   118]
47,80.91383854166666,0.10166545138888902,1,128652,1190.5,-1816.5,21.85836553613813,[ 3561 24419 45001 55309 45007 16169  1529   630   254   121]
48,80.97225520833334,0.10084809027777814,1,128833,1181.5,-1798.5,21.867130156200243,[ 3553 24341 44939 55225 45097 16292  1548   630   255   120]
49,81.066390625,0.10336510416666679,1,129073,1194.5,-1746.0,21.864889892090595,[ 3515 24162 44904 54992 45422 16435  1558   640   252   120]
50,81.09647916666667,0.1040722222222224,1,129092,1206.0,-1743.0,21.874028647471395,[ 3501 24142 44894 54902 45574 16410  1562   634   257   124]
51,81.11217708333334,0.10378038194444437,1,129163,1194.0,-1760.5,21.874072114841997,[ 3501 24069 44918 54934 45576 16415  1570   636   257   124]
52,81.12669270833334,0.10401475694444476,1,129243,1191.0,-1815.0,21.875732035354957,[ 3493 24050 44931 54870 45634 16418  1587   637   256   124]
53,81.185046875,0.10536527777777754,1,129491,1215.0,-1768.0,21.88267109181112,[ 3462 23971 44912 54657 45908 16455  1614   638   256   127]
54,81.21979166666667,0.10608177083333317,1,129560,1254.0,-1701.0,21.884507075933815,[ 3458 23903 44881 54690 45863 16543  1641   638   256   127]
55,81.24486458333334,0.10609513888888908,1,129630,1243.0,-1605.0,21.8865907312178,[ 3465 23810 44895 54677 45944 16547  1641   638   256   127]
56,81.29633333333334,0.10726145833333334,1,129794,1211.5,-1631.0,21.888124850526193,[ 3386 23750 44912 54749 45931 16577  1660   652   257   126]
57,81.37073958333333,0.10908159722222213,1,130069,1223.0,-1561.0,21.877135849893218,[ 3377 23391 44967 54732 46161 16658  1679   652   257   126]
58,81.40063541666666,0.11016041666666657,1,130162,1225.5,-1587.5,21.889148795988216,[ 3369 23337 44987 54672 46214 16698  1683   657   257   126]
59,81.45752604166667,0.11114149305555543,1,130330,1194.5,-1550.5,21.893531391627917,[ 3368 23217 44976 54519 46389 16797  1694   657   257   126]
60,81.46616666666667,0.09007135416666662,1,130398,1189.5,-1646.5,21.900692319092464,[ 3365 23201 44980 54545 46327 16830  1711   658   257   126]
61,81.46728645833333,0.08067760416666658,1,130421,1188.0,-1600.0,21.90034276347119,[ 3361 23193 45110 54428 46306 16839  1722   658   257   126]
62,81.38313020833333,0.064370659722222,1,130175,1184.0,-1713.0,21.921212087119237,[ 3385 23419 45153 54347 46141 16797  1717   658   257   126]
63,81.30465104166667,0.051452256944444726,1,129964,1176.5,-1753.5,21.91655850495567,[ 3412 23554 45236 54406 46073 16569  1709   658   257   126]
64,81.26441666666666,0.04913333333333299,1,129774,1178.5,-1776.5,21.923157478483546,[ 3414 23656 45246 54434 45969 16538  1702   658   257   126]
65,81.262140625,0.04725590277777769,1,129724,1160.0,-1781.5,21.932408858453996,[ 3423 23705 45279 54280 46019 16555  1698   658   253   130]
66,81.27847916666667,0.047389756944444625,1,129745,1161.0,-1783.5,21.939711459749553,[ 3420 23697 45269 54232 46028 16616  1697   658   253   130]
67,81.29195833333333,0.04499236111111079,1,129803,1144.0,-1806.5,21.93860063521822,[ 3420 23686 45192 54275 46076 16602  1708   658   253   130]
68,81.30908854166667,0.04357656250000019,1,129803,1147.0,-1769.5,21.954483233842627,[ 3420 23691 45162 54274 46023 16671  1718   658   253   130]
69,81.36595833333334,0.04374149305555572,1,130017,1137.5,-1772.5,21.962623114773816,[ 3387 23651 45064 54114 46289 16684  1769   659   253   130]
70,81.82148958333333,0.04211909722222203,1,131070,892.5,-1971.5,22.04083801222498,[ 3327 22703 47590 50755 47088 17915  1533   710   253   126]
71,81.823015625,0.04109218749999997,1,131067,892.5,-1973.5,22.04087146808566,[ 3327 22701 47580 50771 47068 17931  1533   710   253   126]
72,81.80533854166667,0.03962430555555585,1,130999,894.0,-1982.0,22.043519872628618,[ 3328 22741 47591 50823 47009 17884  1535   710   253   126]
73,81.83413020833333,0.04039201388888879,1,131096,900.0,-1971.5,22.04313084433665,[ 3329 22666 47572 50792 47096 17916  1541   709   253   126]
74,81.83446354166666,0.03990000000000009,1,131096,900.0,-1964.5,22.04435228063254,[ 3329 22666 47573 50795 47089 17921  1539   709   253   126]
75,81.838703125,0.03470937499999991,1,131112,894.5,-1940.0,22.04797040416907,[ 3329 22666 47577 50762 47092 17947  1539   709   253   126]
76,81.82375,0.033480208333333414,1,131071,893.5,-1929.5,22.050380488497243,[ 3336 22695 47565 50815 47045 17915  1540   710   253   126]
77,81.844046875,0.031006944444444667,1,131131,882.0,-1974.5,22.04882051073185,[ 3327 22673 47541 50772 47101 17959  1538   710   253   126]
78,81.84566666666667,0.029113715277777886,1,131131,882.0,-1998.5,22.05020181250553,[ 3327 22672 47527 50786 47098 17963  1538   710   253   126]
79,81.85136458333334,0.026165798611111294,1,131132,882.0,-1995.0,22.05261915690694,[ 3323 22664 47541 50776 47065 17991  1551   710   253   126]
80,81.907796875,0.027043923611111135,1,131192,861.5,-2101.5,22.08066352510133,[ 3332 22626 47473 50421 47424 18028  1607   710   253   126]
81,81.99392708333333,0.029391666666666556,1,131482,855.5,-2106.5,22.103426737416758,[ 3305 22581 47286 50395 49255 16451  1665   676   260   126]
82,82.00829166666666,0.029386631944444255,1,131497,855.5,-2088.0,22.106491175254323,[ 3303 22564 47252 50410 49267 16477  1665   676   260   126]
83,82.051234375,0.02887291666666698,1,131531,835.0,-2059.5,22.132704991644196,[ 3302 22527 47244 50155 49489 16490  1731   669   266   127]
84,82.03700520833333,0.027240451388888687,1,131546,837.0,-2110.5,22.134966926175643,[ 3299 22556 47228 50223 49427 16475  1730   669   266   127]
85,82.06953645833333,0.027489062499999762,1,131591,839.5,-2107.0,22.14220948150001,[ 3300 22523 47192 50157 49443 16580  1743   669   266   127]
86,82.0896875,0.026445138888888664,1,131632,858.0,-2125.5,22.151004912923106,[ 3298 22517 47154 49990 49639 16576  1764   669   266   127]
87,82.10042708333333,0.024322916666666573,1,131657,882.5,-2132.0,22.15619641095766,[ 3298 22510 47146 50009 49626 16555  1794   669   266   127]
88,82.08734895833334,0.022890451388889232,1,131618,882.0,-2185.0,22.158691164367344,[ 3291 22550 47150 50040 49597 16535  1775   669   266   127]
89,82.12966666666667,0.02240468749999991,1,131677,905.5,-2165.5,22.17612264852046,[ 3292 22514 47126 49890 49686 16626  1799   674   266   127]
90,82.135390625,0.022307465277777775,1,131673,906.0,-2178.0,22.180496256178056,[ 3292 22516 47100 49949 49646 16617  1812   675   266   127]
91,82.1545,0.022907118055555505,1,131694,906.0,-2215.0,22.190755736717637,[ 3288 22506 47110 49822 49728 16637  1841   675   266   127]
